,dup_indx,eid,affiliation_id,dptid,organization,city,postalcode,addresspart,country,collaboration,auid,orcid,indexed_name,surname,given_name
0,40041,2-s2.0-85048383982,60011460.0,,Brown University,Providence,,,United States,,57646729100,,Ji G.,Ji,Geng
1,40041,2-s2.0-85048383982,60011460.0,,Brown University,Providence,,,United States,,6507392291,,Sudderth E.B.,Sudderth,Erik B.
2,40041,2-s2.0-85048383982,60009982.0,,Harvard University,Cambridge,,,United States,,35213388000,,Hughes M.C.,Hughes,Michael C.
3,40041,2-s2.0-85048383982,60007278.0,,University of California,Irvine,,,United States,,6507392291,,Sudderth E.B.,Sudderth,Erik B.
0,40042,2-s2.0-85048383860,60008724.0,,Duke University,,,,United States,,35361901200,,Ge R.,Ge,Rong
1,40042,2-s2.0-85048383860,60008724.0,,Duke University,,,,United States,,57202451710,,Zheng Y.,Zheng,Yi
2,40042,2-s2.0-85048383860,60025038.0,,University of California,Berkeley,,,United States,,55699005200,,Jin C.,Jin,Chi
0,40043,2-s2.0-85048383100,60019647.0,,Georgia Institute of Technology,,,,United States,,35572783800,,Dai B.,Dai,Bo
1,40043,2-s2.0-85048383100,60019647.0,,Georgia Institute of Technology,,,,United States,,55587150100,,Song L.,Song,Le
2,40043,2-s2.0-85048383100,60006191.0,,"Google Research, NYC",,,,United States,,50561215900,,Guo R.,Guo,Ruiqi
3,40043,2-s2.0-85048383100,60006191.0,,"Google Research, NYC",,,,United States,,57778027300,,Kumar S.,Kumar,Sanjiv
4,40043,2-s2.0-85048383100,60000745.0,,University of Illinois at Urbana-Champaign,,,,United States,,56478241900,,He N.,He,Niao
0,40044,2-s2.0-85048382905,60013372.0,,UT Austin,,,,United States,,35317824600,,Khanna R.,Khanna,Rajiv
1,40044,2-s2.0-85048382905,60013372.0,,UT Austin,,,,United States,,56353141800,,Elenberg E.R.,Elenberg,Ethan R.
2,40044,2-s2.0-85048382905,60013372.0,,UT Austin,,,,United States,,33367993200,,Dimakis A.G.,Dimakis,Alexandras G.
3,40044,2-s2.0-85048382905,60013372.0,,UT Austin,,,,United States,,35556611300,,Ghosh J.,Ghosh,Joydeep
4,40044,2-s2.0-85048382905,60005455.0,,Yale University,,,,United States,,36470927300,,Negahban S.,Negahban,Sahand
0,40045,2-s2.0-85048382855,60020304.0,,University of Maryland,,,,United States,,14055829100,,Goldstein T.,Goldstein,Tom
1,40045,2-s2.0-85048382855,60007776.0,,Cornell University,,,,United States,,22036392500,,Studer C.,Studer,Christoph
0,40046,2-s2.0-85048382826,60009507.0,,Université of Montréal,Montréal,,,Canada,,56123219800,,Dinh L.,Dinh,Laurent
1,40046,2-s2.0-85048382826,60009507.0,,Université of Montréal,Montréal,,,Canada,,7003958245,,Bengio Y.,Bengio,Yoshua
2,40046,2-s2.0-85048382826,60111161.0,,DeepMind,London,,,United Kingdom,,36464144900,,Pascanu R.,Pascanu,Razvan
3,40046,2-s2.0-85048382826,60006191.0,,Google Brain,Mountain View,,,United States,,57203254475,,Bengio S.,Bengio,Samy
4,40046,2-s2.0-85048382826,105227281.0,,CIFAR,,,,Canada,,7003958245,,Bengio Y.,Bengio,Yoshua
0,40047,2-s2.0-85048381780,60111161.0,,DeepMind,London,,,United Kingdom,,56335701700,,Jaderberg M.,Jaderberg,Max
1,40047,2-s2.0-85048381780,60111161.0,,DeepMind,London,,,United Kingdom,,55217611900,,Czarnecki W.,Czarnecki,Wojciech Marian
2,40047,2-s2.0-85048381780,60111161.0,,DeepMind,London,,,United Kingdom,,12779018500,,Osindero S.,Osindero,Simon
3,40047,2-s2.0-85048381780,60111161.0,,DeepMind,London,,,United Kingdom,,24342311100,,Vinyals O.,Vinyals,Oriol
4,40047,2-s2.0-85048381780,60111161.0,,DeepMind,London,,,United Kingdom,,56273511600,,Graves A.,Graves,Alex
5,40047,2-s2.0-85048381780,60111161.0,,DeepMind,London,,,United Kingdom,,7202151417,,Silver D.,Silver,David
6,40047,2-s2.0-85048381780,60111161.0,,DeepMind,London,,,United Kingdom,,25646533000,,Kavukcuoglu K.,Kavukcuoglu,Koray
0,40048,2-s2.0-85048381669,60026851.0,104359949.0,"Visual Geometry Group, University of Oxford",,,,United Kingdom,,36494610100,,Henriques J.F.,Henriques,João F.
1,40048,2-s2.0-85048381669,60026851.0,104359949.0,"Visual Geometry Group, University of Oxford",,,,United Kingdom,,14036614600,,Vedaldi A.,Vedaldi,Andrea
0,40050,2-s2.0-85048381290,60028628.0,,Northeastern University,Boston,,,United States,,56037337700,,Chang Y.,Chang,Yale
1,40050,2-s2.0-85048381290,60028628.0,,Northeastern University,Boston,,,United States,,57188635544,,Chen J.,Chen,Junxiang
2,40050,2-s2.0-85048381290,60028628.0,,Northeastern University,Boston,,,United States,,6603643756,,Dy J.G.,Dy,Jennifer G.
3,40050,2-s2.0-85048381290,60016782.0,,"Brigham and Women's Hospital, Harvard Medical School",Boston,,,United States,,57219307474,,Cho M.H.,Cho,Michael H.
4,40050,2-s2.0-85048381290,60016782.0,,"Brigham and Women's Hospital, Harvard Medical School",Boston,,,United States,,26323082900,,Castaldi P.J.,Castaldi,Peter J.
5,40050,2-s2.0-85048381290,60016782.0,,"Brigham and Women's Hospital, Harvard Medical School",Boston,,,United States,,57203069737,,Silverman E.K.,Silverman,Edwin K.
0,40051,2-s2.0-85048380409,60008555.0,112429136.0,"Institute of Computing Science, Poznan University of Technology",,,,Poland,,57202452152,,Dembczyriski K.,Dembczyriski,Krzysztof
1,40051,2-s2.0-85048380409,60008555.0,112429136.0,"Institute of Computing Science, Poznan University of Technology",,,,Poland,,14045171600,,Kottowski W.,Kottowski,Wojciech
2,40051,2-s2.0-85048380409,60000745.0,113909540.0,"Department of Computer Science, University of Illinois at Urbana-Champaign",,,,United States,,36156033700,,Koyejo O.,Koyejo,Oluwasanmi
3,40051,2-s2.0-85048380409,60021726.0,,Microsoft Research,,,,India,,7004412700,,Natarajan N.,Natarajan,Nagarajan
0,40052,2-s2.0-85048380389,60006191.0,,Google Brain,Mountain View,,,United States,,57194215126,,Foerster J.N.,Foerster,Jakob N.
1,40052,2-s2.0-85048380389,60006191.0,,Google Brain,Mountain View,,,United States,,55885485800,,Gilmer J.,Gilmer,Justin
2,40052,2-s2.0-85048380389,60006191.0,,Google Brain,Mountain View,,,United States,,6507007592,,Sohl-Dickstein J.,Sohl-Dickstein,Jascha
3,40052,2-s2.0-85048380389,60006191.0,,Google Brain,Mountain View,,,United States,,36970966300,,Chorowski J.,Chorowski,Jan
4,40052,2-s2.0-85048380389,60006191.0,,Google Brain,Mountain View,,,United States,,15124247000,,Sussillo D.,Sussillo,David
0,40053,2-s2.0-85048334170,60010447.0,,"CREST, ENSAE, Université Paris-Saclay",,,,France,,8879902600,,Cuturi M.,Cuturi,Marco
1,40053,2-s2.0-85048334170,60025555.0,,NTT Communication Science Laboratories,Kyoto,,Seika-cho,Japan,,36622153000,,Blondel M.,Blondel,Mathieu
0,40054,2-s2.0-85048260955,60029470.0,,"Data61, CSIRO",Canberra,,,Australia,,7004219573,,Harandi M.,Harandi,Mehrtash
1,40054,2-s2.0-85048260955,60029470.0,,"Data61, CSIRO",Canberra,,,Australia,,7102573790,,Hartley R.,Hartley,Richard
2,40054,2-s2.0-85048260955,60008950.0,,Australian National University,Canberra,,,Australia,,7004219573,,Harandi M.,Harandi,Mehrtash
3,40054,2-s2.0-85048260955,60008950.0,,Australian National University,Canberra,,,Australia,,7102573790,,Hartley R.,Hartley,Richard
4,40054,2-s2.0-85048260955,60028186.0,121338083.0,"CVLab, EPFL",,,,Switzerland,,22235748400,,Salzmann M.,Salzmann,Mathieu
0,40055,2-s2.0-85048239833,60105988.0,,INRIA Saclay,,,,France,,56954705400,,Carrière M.,Carrière,Mathieu
1,40055,2-s2.0-85048239833,60105988.0,,INRIA Saclay,,,,France,,55890694300,,Oudot S.,Oudot,Steve
2,40055,2-s2.0-85048239833,60010447.0,,"CREST, ENSAE, Université Paris Saclay",,,,France,,8879902600,,Cuturi M.,Cuturi,Marco
0,40056,2-s2.0-85048148613,60029445.0,108041366.0,"Department of Electrical and Computer Engineering, University of Minnesota",Minneapolis,55455,,United States,,57188846475,,Yang B.,Yang,Bo
1,40056,2-s2.0-85048148613,60029445.0,108041366.0,"Department of Electrical and Computer Engineering, University of Minnesota",Minneapolis,55455,,United States,,57195386854,,Fu X.,Fu,Xiao
2,40056,2-s2.0-85048148613,60029445.0,108041366.0,"Department of Electrical and Computer Engineering, University of Minnesota",Minneapolis,55455,,United States,,35555347100,,Sidiropoulos N.D.,Sidiropoulos,Nicholas D.
3,40056,2-s2.0-85048148613,60004354.0,113198337.0,"Department of Industrial and Manufacturing Systems Engineering, Iowa State University",Ames,50011,,United States,,34969184900,,Hong M.,Hong,Mingyi
0,40057,2-s2.0-85048116521,60025278.0,,"Key Lab for Information System Security, MOE, Tsinghua National Lab for Information Science and Technology (TNList), NEL-BDS, School of Software, Tsinghua University",Beijing,100084,,China,,36986782000,,Long M.,Long,Mingsheng
1,40057,2-s2.0-85048116521,60025278.0,,"Key Lab for Information System Security, MOE, Tsinghua National Lab for Information Science and Technology (TNList), NEL-BDS, School of Software, Tsinghua University",Beijing,100084,,China,,56981029400,,Zhu H.,Zhu,Han
2,40057,2-s2.0-85048116521,60025278.0,,"Key Lab for Information System Security, MOE, Tsinghua National Lab for Information Science and Technology (TNList), NEL-BDS, School of Software, Tsinghua University",Beijing,100084,,China,,16306106100,,Wang J.,Wang,Jianmin
3,40057,2-s2.0-85048116521,60025038.0,,"University of California, Berkeley",Berkeley,94720,,United States,,57209168184,,Jordan M.I.,Jordan,Michael I.
0,40058,2-s2.0-85048110645,60027272.0,104382904.0,"Institute for Digital Communications, University of Edinburgh",Edinburgh,,,United Kingdom,,57202385608,,Tang J.,Tang,Junqi
1,40058,2-s2.0-85048110645,60027272.0,104382904.0,"Institute for Digital Communications, University of Edinburgh",Edinburgh,,,United Kingdom,,24778151300,,Golbabaee M.,Golbabaee,Mohammad
2,40058,2-s2.0-85048110645,60027272.0,104382904.0,"Institute for Digital Communications, University of Edinburgh",Edinburgh,,,United Kingdom,,56316220100,,Davies M.E.,Davies,Mike E.
0,40059,2-s2.0-85048050552,60119141.0,123251028.0,"Department of CS, Rutgers University",Piscataway,08854,,United States,,55574234335,,Liu B.,Liu,Bo
1,40059,2-s2.0-85048050552,60119141.0,123251028.0,"Department of CS, Rutgers University",Piscataway,08854,,United States,,37078322500,,Wang L.,Wang,Lezi
2,40059,2-s2.0-85048050552,60119141.0,123251028.0,"Department of CS, Rutgers University",Piscataway,08854,,United States,,7006359060,,Metaxas D.N.,Metaxas,Dimitris N.
3,40059,2-s2.0-85048050552,60064143.0,115807379.0,"B-DAT Lab, Nanjing University of Information Science and Technology","Nanjing, Jiangsu",210044,,China,,23398848700,,Yuan X.T.,Yuan,Xiao-Tong
4,40059,2-s2.0-85048050552,60064143.0,115807379.0,"B-DAT Lab, Nanjing University of Information Science and Technology","Nanjing, Jiangsu",210044,,China,,36063739200,,Liu Q.,Liu,Qingshan
0,40060,2-s2.0-85048028231,60025778.0,104309453.0,"Department of EECS, University of Michigan",Ann Arbor,,,United States,,56156713300,,Ongie G.,Ongie,Greg
1,40060,2-s2.0-85048028231,60025778.0,104309453.0,"Department of EECS, University of Michigan",Ann Arbor,,,United States,,22833758300,,Balzano L.,Balzano,Laura
2,40060,2-s2.0-85048028231,60032179.0,108041499.0,"Department of ECE, University of Wisconsin",Madison,,,United States,,7006423243,,Willett R.,Willett,Rebecca
3,40060,2-s2.0-85048028231,60032179.0,108041499.0,"Department of ECE, University of Wisconsin",Madison,,,United States,,7202728095,,Nowak R.,Nowak,Robert D.
0,40061,2-s2.0-85047021801,60013373.0,108390806.0,"SequeL Team, INRIA Lille - Nord Europe",,,,France,,55737371500,,Calandriello D.,Calandriello,Daniele
1,40061,2-s2.0-85047021801,60013373.0,108390806.0,"SequeL Team, INRIA Lille - Nord Europe",,,,France,,14834304600,,Lazaric A.,Lazaric,Alessandro
2,40061,2-s2.0-85047021801,60013373.0,108390806.0,"SequeL Team, INRIA Lille - Nord Europe",,,,France,,25642222500,,Valko M.,Valko,Michał
0,40062,2-s2.0-85047021271,60012708.0,,Stanford University,,,,United States,,55604526400,,Zhang Y.,Zhang,Yuchen
1,40062,2-s2.0-85047021271,60012708.0,,Stanford University,,,,United States,,56646712700,,Liang P.,Liang,Percy
2,40062,2-s2.0-85047021271,60025038.0,,University of California,Berkeley,,,United States,,7102128519,,Wainwright M.J.,Wainwright,Martin J.
0,40063,2-s2.0-85047021074,60012708.0,,Stanford University,Stanford,,,United States,,55697927100,,Bach S.H.,Bach,Stephen H.
1,40063,2-s2.0-85047021074,60012708.0,,Stanford University,Stanford,,,United States,,56939711300,,He B.,He,Bryan
2,40063,2-s2.0-85047021074,60012708.0,,Stanford University,Stanford,,,United States,,57190406673,,Ratner A.,Ratner,Alexander
3,40063,2-s2.0-85047021074,60012708.0,,Stanford University,Stanford,,,United States,,10739281400,,Ré C.,Ré,Christopher
0,40064,2-s2.0-85047020023,60013372.0,,University of Texas at Austin,Austin,,,United States,,55234129200,,Kocaoglu M.,Kocaoglu,Murat
1,40064,2-s2.0-85047020023,60013372.0,,University of Texas at Austin,Austin,,,United States,,33367993200,,Dimakis A.,Dimakis,Alex
2,40064,2-s2.0-85047020023,60013372.0,,University of Texas at Austin,Austin,,,United States,,35584593600,,Vishwanath S.,Vishwanath,Sriram
0,40065,2-s2.0-85047020009,60007776.0,,Cornell University,,,,United States,,57202811398,,Guo C.,Guo,Chuan
1,40065,2-s2.0-85047020009,60007776.0,,Cornell University,,,,United States,,57201385423,,Pleiss G.,Pleiss,Geoff
2,40065,2-s2.0-85047020009,60007776.0,,Cornell University,,,,United States,,57189365753,,Sun Y.,Sun,Yu
3,40065,2-s2.0-85047020009,60007776.0,,Cornell University,,,,United States,,8279937900,,Weinberger K.Q.,Weinberger,Kilian Q.
0,40066,2-s2.0-85047018849,60027950.0,,Carnegie Mellon University,Pittsburgh,,,United States,,56123397700,,Wang Y.X.,Wang,Yu-Xiang
1,40066,2-s2.0-85047018849,60021726.0,,Microsoft Research,New York,,,United States,,14831143400,,Agarwal A.,Agarwal,Alekh
2,40066,2-s2.0-85047018849,60021726.0,,Microsoft Research,New York,,,United States,,6602524493,,Dudík M.,Dudík,Miroslav
0,40067,2-s2.0-85047018496,60019647.0,113078740.0,"College of Computing, Georgia Institute of Technology",,,,United States,,36976457200,,Trivedi R.,Trivedi,Rakshit
1,40067,2-s2.0-85047018496,60019647.0,113078740.0,"College of Computing, Georgia Institute of Technology",,,,United States,,57189099007,,Dai H.,Dai,Hanjun
2,40067,2-s2.0-85047018496,60019647.0,113078740.0,"College of Computing, Georgia Institute of Technology",,,,United States,,57003764100,,Wang Y.,Wang,Yichen
3,40067,2-s2.0-85047018496,60019647.0,113078740.0,"College of Computing, Georgia Institute of Technology",,,,United States,,55587150100,,Song L.,Song,Le
0,40068,2-s2.0-85047018309,60025038.0,,"University of California, Berkeley",,,,United States,,57190124355,,Mishra N.,Mishra,Nikhil
1,40068,2-s2.0-85047018309,60025038.0,,"University of California, Berkeley",,,,United States,,8269962600,,Abbeel P.,Abbeel,Pieter
2,40068,2-s2.0-85047018309,60121131.0,,OpenAI,,,,United States,,8269962600,,Abbeel P.,Abbeel,Pieter
3,40068,2-s2.0-85047018309,60121131.0,,OpenAI,,,,United States,,57202468917,,Mordateli I.,Mordateli,Igor
0,40069,2-s2.0-85047017616,60025778.0,,University of Michigan,Ann Arbor,,,United States,,56421285700,,Jiang N.,Jiang,Nan
1,40069,2-s2.0-85047017616,60014313.0,,University of Massachusetts,Amherst,,,United States,,55208589700,,Krishnamurthy A.,Krishnamurthy,Akshay
2,40069,2-s2.0-85047017616,60021726.0,,Microsoft Research,New York,,,United States,,14831143400,,Agarwal A.,Agarwal,Alekh
3,40069,2-s2.0-85047017616,60021726.0,,Microsoft Research,New York,,,United States,,57206411433,,Langford J.,Langford,John
4,40069,2-s2.0-85047017616,60021726.0,,Microsoft Research,New York,,,United States,,7003469333,,Schapire R.E.,Schapire,Robert E.
0,40070,2-s2.0-85047017204,60028186.0,121338083.0,"School of Computer and Communication Sciences, EPFL",Lausanne,,,Switzerland,,57189090769,,Maystre L.,Maystre,Lucas
1,40070,2-s2.0-85047017204,60028186.0,121338083.0,"School of Computer and Communication Sciences, EPFL",Lausanne,,,Switzerland,,7004602473,,Grossglauser M.,Grossglauser,Matthias
0,40071,2-s2.0-85047017165,106652044.0,,Laboratory for Information and Decision Systems (LIDS),Cambridge,,,United States,,56423756100,,Omidshafiei S.,Omidshafiei,Shayegan
1,40071,2-s2.0-85047017165,106652044.0,,Laboratory for Information and Decision Systems (LIDS),Cambridge,,,United States,,27467772200,,Pazis J.,Pazis,Jason
2,40071,2-s2.0-85047017165,106652044.0,,Laboratory for Information and Decision Systems (LIDS),Cambridge,,,United States,,7006512768,,How J.,How,Jonathan P.
3,40071,2-s2.0-85047017165,60028628.0,104448729.0,"College of Computer and Information Science (CCIS), Northeastern University",Boston,,,United States,,16232515300,,Amato C.,Amato,Christopher
4,40071,2-s2.0-85047017165,120832597.0,,Bocing Research and Technology,Seattle,,,United States,,7003311245,,Vian J.,Vian,John
0,40072,2-s2.0-85047016172,60003261.0,,Courant Institute of Mathematical Sciences,,,,United States,,57200495654,,Arjovsky M.,Arjovsky,Martin
1,40072,2-s2.0-85047016172,60003261.0,,Courant Institute of Mathematical Sciences,,,,United States,,6701721644,,Bottou L.,Bottou,Léon
2,40072,2-s2.0-85047016172,60111190.0,,Facebook AI Research,,,,United States,,55613414700,,Chintala S.,Chintala,Soumith
3,40072,2-s2.0-85047016172,60111190.0,,Facebook AI Research,,,,United States,,6701721644,,Bottou L.,Bottou,Léon
0,40073,2-s2.0-85047015935,60025038.0,,UC Berkeley,,,,United States,,57202532411,,Achiam J.,Achiam,Joshua
1,40073,2-s2.0-85047015935,60025038.0,,UC Berkeley,,,,United States,,35955893400,,Held D.,Held,David
2,40073,2-s2.0-85047015935,60025038.0,,UC Berkeley,,,,United States,,52264620600,,Tamar A.,Tamar,Aviv
3,40073,2-s2.0-85047015935,60025038.0,,UC Berkeley,,,,United States,,8269962600,,Abbeel P.,Abbeel,Pieter
4,40073,2-s2.0-85047015935,120842772.0,,OpcnAI,,,,United States,,8269962600,,Abbeel P.,Abbeel,Pieter
0,40074,2-s2.0-85047013777,60006541.0,,University of Hong Kong,Hong Kong,,,Hong Kong,,56909186300,,Zhang C.,Zhang,Chenzi
1,40074,2-s2.0-85047013777,60006541.0,,University of Hong Kong,Hong Kong,,,Hong Kong,,57192951892,,Hu S.,Hu,Shuguang
2,40074,2-s2.0-85047013777,60006541.0,,University of Hong Kong,Hong Kong,,,Hong Kong,,57013940400,,Tang Z.,Tang,Zhihao Gavin
3,40074,2-s2.0-85047013777,60006541.0,,University of Hong Kong,Hong Kong,,,Hong Kong,,54793967600,,Chan T.,Chan,T-H. Hubert
0,40075,2-s2.0-85047013049,60032776.0,,Disney Research,Pittsburgh,15213,4720 Forbes Avenue,United States,,57202060421,,Bamler R.,Bamler,Robert
1,40075,2-s2.0-85047013049,60032776.0,,Disney Research,Pittsburgh,15213,4720 Forbes Avenue,United States,,35272748600,,Mandt S.,Mandt,Stephan
0,40076,2-s2.0-85047012478,60012708.0,,Stanford University,,,,United States,,57202058101,,Zhao S.,Zhao,Shengjia
1,40076,2-s2.0-85047012478,60012708.0,,Stanford University,,,,United States,,57202059115,,Song J.,Song,Jiaming
2,40076,2-s2.0-85047012478,60012708.0,,Stanford University,,,,United States,,35791579200,,Ermon S.,Ermon,Stefano
0,40077,2-s2.0-85047011765,60006320.0,,MIT Computer Science and Artificial Intelligence Laboratory,,,,United States,,55747161600,,Lei T.,Lei,Tao
1,40077,2-s2.0-85047011765,60006320.0,,MIT Computer Science and Artificial Intelligence Laboratory,,,,United States,,57202054890,,Jin W.,Jin,Wengong
2,40077,2-s2.0-85047011765,60006320.0,,MIT Computer Science and Artificial Intelligence Laboratory,,,,United States,,23007765100,,Barzilay R.,Barzilay,Regina
3,40077,2-s2.0-85047011765,60006320.0,,MIT Computer Science and Artificial Intelligence Laboratory,,,,United States,,7003419235,,Jaakkola T.,Jaakkola,Tommi
0,40078,2-s2.0-85047011580,118780525.0,,"Autonomous Vision Group, MPI Tübingen",,,,Germany,,57194766823,,Mescheder L.,Mescheder,Lars
1,40078,2-s2.0-85047011580,118780525.0,,"Autonomous Vision Group, MPI Tübingen",,,,Germany,,55822335800,,Geiger A.,Geiger,Andreas
2,40078,2-s2.0-85047011580,60098463.0,,Microsoft Research Cambridge,,,,United Kingdom,,22234870700,,Nowozin S.,Nowozin,Sebastian
3,40078,2-s2.0-85047011580,60025858.0,105813213.0,"Computer Vision and Geometry Group, ETH Zürich",,,,Switzerland,,55822335800,,Geiger A.,Geiger,Andreas
0,40079,2-s2.0-85047011461,60111190.0,,Facebook AI Research,,,,United States,,55208388000,,Grave E.,Grave,Edouard
